Year,Reference area,Sex,COMPOSITE_BREAKDOWN,GeoCode,Value
2008,Naryn,Female,Non-communicable disease: Chronic respiratory disease,KG04,107.704403
2009,Naryn,Female,Non-communicable disease: Chronic respiratory disease,KG04,88.488645
2010,Naryn,Female,Non-communicable disease: Chronic respiratory disease,KG04,88.578089
2011,Naryn,Female,Non-communicable disease: Chronic respiratory disease,KG04,74.615385
2012,Naryn,Female,Non-communicable disease: Chronic respiratory disease,KG04,86.824067
2013,Naryn,Female,Non-communicable disease: Chronic respiratory disease,KG04,83.584337
2014,Naryn,Female,Non-communicable disease: Chronic respiratory disease,KG04,71.375465
2015,Naryn,Female,Non-communicable disease: Chronic respiratory disease,KG04,60.294118
2016,Naryn,Female,Non-communicable disease: Chronic respiratory disease,KG04,68.313953
2017,Naryn,Female,Non-communicable disease: Chronic respiratory disease,KG04,45.356371
2018,Naryn,Female,Non-communicable disease: Chronic respiratory disease,KG04,37.089872
2019,Naryn,Female,Non-communicable disease: Chronic respiratory disease,KG04,45.19774
2020,Naryn,Female,Non-communicable disease: Chronic respiratory disease,KG04,46.2
2021,Naryn,Female,Non-communicable disease: Chronic respiratory disease,KG04,39.6
2007,Osh,,Non-communicable disease: Chronic respiratory disease,KG06,39.54436
2008,Osh,,Non-communicable disease: Chronic respiratory disease,KG06,40.07686
2009,Osh,,Non-communicable disease: Chronic respiratory disease,KG06,36.412799
2010,Osh,,Non-communicable disease: Chronic respiratory disease,KG06,35.129847
2011,Osh,,Non-communicable disease: Chronic respiratory disease,KG06,29.316247
2012,Osh,,Non-communicable disease: Chronic respiratory disease,KG06,25.678587
2013,Osh,,Non-communicable disease: Chronic respiratory disease,KG06,20.815776
2014,Osh,,Non-communicable disease: Chronic respiratory disease,KG06,22.15633
2015,Osh,,Non-communicable disease: Chronic respiratory disease,KG06,17.926045
2016,Osh,,Non-communicable disease: Chronic respiratory disease,KG06,20.257538
2017,Osh,,Non-communicable disease: Chronic respiratory disease,KG06,17.220172
2018,Osh,,Non-communicable disease: Chronic respiratory disease,KG06,18.599398
2019,Osh,,Non-communicable disease: Chronic respiratory disease,KG06,18.302583
2020,Osh,,Non-communicable disease: Chronic respiratory disease,KG06,21.2
2021,Osh,,Non-communicable disease: Chronic respiratory disease,KG06,18.7
2007,Osh,Male,Non-communicable disease: Chronic respiratory disease,KG06,43.366409
2008,Osh,Male,Non-communicable disease: Chronic respiratory disease,KG06,45.578355
2009,Osh,Male,Non-communicable disease: Chronic respiratory disease,KG06,42.560801
2010,Osh,Male,Non-communicable disease: Chronic respiratory disease,KG06,39.548023
2011,Osh,Male,Non-communicable disease: Chronic respiratory disease,KG06,32.252441
2012,Osh,Male,Non-communicable disease: Chronic respiratory disease,KG06,29.431896
2013,Osh,Male,Non-communicable disease: Chronic respiratory disease,KG06,22.750084
2014,Osh,Male,Non-communicable disease: Chronic respiratory disease,KG06,24.023533
2015,Osh,Male,Non-communicable disease: Chronic respiratory disease,KG06,18.654337
2016,Osh,Male,Non-communicable disease: Chronic respiratory disease,KG06,21.475257
2017,Osh,Male,Non-communicable disease: Chronic respiratory disease,KG06,21.619976
2018,Osh,Male,Non-communicable disease: Chronic respiratory disease,KG06,20.569384
2019,Osh,Male,Non-communicable disease: Chronic respiratory disease,KG06,19.270073
2020,Osh,Male,Non-communicable disease: Chronic respiratory disease,KG06,21.6
2021,Osh,Male,Non-communicable disease: Chronic respiratory disease,KG06,19.9
2007,Osh,Female,Non-communicable disease: Chronic respiratory disease,KG06,35.660941
2008,Osh,Female,Non-communicable disease: Chronic respiratory disease,KG06,34.489118
2009,Osh,Female,Non-communicable disease: Chronic respiratory disease,KG06,30.165364
2010,Osh,Female,Non-communicable disease: Chronic respiratory disease,KG06,30.645161
2011,Osh,Female,Non-communicable disease: Chronic respiratory disease,KG06,26.339049
2012,Osh,Female,Non-communicable disease: Chronic respiratory disease,KG06,21.871203
2013,Osh,Female,Non-communicable disease: Chronic respiratory disease,KG06,18.851902
2014,Osh,Female,Non-communicable disease: Chronic respiratory disease,KG06,20.25905
2015,Osh,Female,Non-communicable disease: Chronic respiratory disease,KG06,17.185473
2016,Osh,Female,Non-communicable disease: Chronic respiratory disease,KG06,19.017433
2017,Osh,Female,Non-communicable disease: Chronic respiratory disease,KG06,12.732919
2018,Osh,Female,Non-communicable disease: Chronic respiratory disease,KG06,16.588038
2019,Osh,Female,Non-communicable disease: Chronic respiratory disease,KG06,17.313433
2020,Osh,Female,Non-communicable disease: Chronic respiratory disease,KG06,20.8
2021,Osh,Female,Non-communicable disease: Chronic respiratory disease,KG06,17.6
2007,Talas,,Non-communicable disease: Chronic respiratory disease,KG07,26.044005
2008,Talas,,Non-communicable disease: Chronic respiratory disease,KG07,20.444444
2009,Talas,,Non-communicable disease: Chronic respiratory disease,KG07,17.135325
2010,Talas,,Non-communicable disease: Chronic respiratory disease,KG07,15.190972
2011,Talas,,Non-communicable disease: Chronic respiratory disease,KG07,17.55137
2012,Talas,,Non-communicable disease: Chronic respiratory disease,KG07,29.064869
2013,Talas,,Non-communicable disease: Chronic respiratory disease,KG07,14.498757
2014,Talas,,Non-communicable disease: Chronic respiratory disease,KG07,17.529556
2015,Talas,,Non-communicable disease: Chronic respiratory disease,KG07,14.440433
2016,Talas,,Non-communicable disease: Chronic respiratory disease,KG07,13.823065
2017,Talas,,Non-communicable disease: Chronic respiratory disease,KG07,12.062257
2018,Talas,,Non-communicable disease: Chronic respiratory disease,KG07,13.016845
2019,Talas,,Non-communicable disease: Chronic respiratory disease,KG07,11.680482
2020,Talas,,Non-communicable disease: Chronic respiratory disease,KG07,14.1
2021,Talas,,Non-communicable disease: Chronic respiratory disease,KG07,7.7
2007,Talas,Male,Non-communicable disease: Chronic respiratory disease,KG07,29.649596
2008,Talas,Male,Non-communicable disease: Chronic respiratory disease,KG07,26.642984
2009,Talas,Male,Non-communicable disease: Chronic respiratory disease,KG07,21.929825
2010,Talas,Male,Non-communicable disease: Chronic respiratory disease,KG07,13.852814
2011,Talas,Male,Non-communicable disease: Chronic respiratory disease,KG07,17.902813
2012,Talas,Male,Non-communicable disease: Chronic respiratory disease,KG07,36.0134
2013,Talas,Male,Non-communicable disease: Chronic respiratory disease,KG07,16.460905
2014,Talas,Male,Non-communicable disease: Chronic respiratory disease,KG07,24.271845
2015,Talas,Male,Non-communicable disease: Chronic respiratory disease,KG07,13.513514
2016,Talas,Male,Non-communicable disease: Chronic respiratory disease,KG07,16.419077
2017,Talas,Male,Non-communicable disease: Chronic respiratory disease,KG07,8.474576
2018,Talas,Male,Non-communicable disease: Chronic respiratory disease,KG07,9.848485
2019,Talas,Male,Non-communicable disease: Chronic respiratory disease,KG07,13.412817
2020,Talas,Male,Non-communicable disease: Chronic respiratory disease,KG07,16.9
2021,Talas,Male,Non-communicable disease: Chronic respiratory disease,KG07,8.7
2007,Talas,Female,Non-communicable disease: Chronic respiratory disease,KG07,22.441652
2008,Talas,Female,Non-communicable disease: Chronic respiratory disease,KG07,14.234875
2009,Talas,Female,Non-communicable disease: Chronic respiratory disease,KG07,12.323944
2010,Talas,Female,Non-communicable disease: Chronic respiratory disease,KG07,16.536118
2011,Talas,Female,Non-communicable disease: Chronic respiratory disease,KG07,17.196905
2012,Talas,Female,Non-communicable disease: Chronic respiratory disease,KG07,22.033898
2013,Talas,Female,Non-communicable disease: Chronic respiratory disease,KG07,12.510425
2014,Talas,Female,Non-communicable disease: Chronic respiratory disease,KG07,10.682005
2015,Talas,Female,Non-communicable disease: Chronic respiratory disease,KG07,15.384615
2016,Talas,Female,Non-communicable disease: Chronic respiratory disease,KG07,11.173184
2017,Talas,Female,Non-communicable disease: Chronic respiratory disease,KG07,15.72327
2018,Talas,Female,Non-communicable disease: Chronic respiratory disease,KG07,16.25387
2019,Talas,Female,Non-communicable disease: Chronic respiratory disease,KG07,9.908537
2020,Talas,Female,Non-communicable disease: Chronic respiratory disease,KG07,11.3
2021,Talas,Female,Non-communicable disease: Chronic respiratory disease,KG07,6.7
2007,Chui,,Non-communicable disease: Chronic respiratory disease,KG08,38.029059
2008,Chui,,Non-communicable disease: Chronic respiratory disease,KG08,32.819742
2009,Chui,,Non-communicable disease: Chronic respiratory disease,KG08,24.723568
2010,Chui,,Non-communicable disease: Chronic respiratory disease,KG08,21.685559
2011,Chui,,Non-communicable disease: Chronic respiratory disease,KG08,24.306828
2012,Chui,,Non-communicable disease: Chronic respiratory disease,KG08,19.145093
2013,Chui,,Non-communicable disease: Chronic respiratory disease,KG08,16.903073
2014,Chui,,Non-communicable disease: Chronic respiratory disease,KG08,13.457077
2015,Chui,,Non-communicable disease: Chronic respiratory disease,KG08,12.743202
2016,Chui,,Non-communicable disease: Chronic respiratory disease,KG08,14.169363
2017,Chui,,Non-communicable disease: Chronic respiratory disease,KG08,14.668856
2018,Chui,,Non-communicable disease: Chronic respiratory disease,KG08,13.635388
2019,Chui,,Non-communicable disease: Chronic respiratory disease,KG08,11.88848
2020,Chui,,Non-communicable disease: Chronic respiratory disease,KG08,10.6
2021,Chui,,Non-communicable disease: Chronic respiratory disease,KG08,6.7
2007,Chui,Male,Non-communicable disease: Chronic respiratory disease,KG08,48.906049
2008,Chui,Male,Non-communicable disease: Chronic respiratory disease,KG08,41.337076
2009,Chui,Male,Non-communicable disease: Chronic respiratory disease,KG08,32.633443
2010,Chui,Male,Non-communicable disease: Chronic respiratory disease,KG08,31.09328
2011,Chui,Male,Non-communicable disease: Chronic respiratory disease,KG08,30.807453
2012,Chui,Male,Non-communicable disease: Chronic respiratory disease,KG08,26.669929
2013,Chui,Male,Non-communicable disease: Chronic respiratory disease,KG08,23.289316
2014,Chui,Male,Non-communicable disease: Chronic respiratory disease,KG08,18.614515
2015,Chui,Male,Non-communicable disease: Chronic respiratory disease,KG08,17.791128
2016,Chui,Male,Non-communicable disease: Chronic respiratory disease,KG08,19.030358
2017,Chui,Male,Non-communicable disease: Chronic respiratory disease,KG08,20.231214
2018,Chui,Male,Non-communicable disease: Chronic respiratory disease,KG08,19.188836
2019,Chui,Male,Non-communicable disease: Chronic respiratory disease,KG08,17.513883
2020,Chui,Male,Non-communicable disease: Chronic respiratory disease,KG08,14.7
2021,Chui,Male,Non-communicable disease: Chronic respiratory disease,KG08,10.0
2007,Chui,Female,Non-communicable disease: Chronic respiratory disease,KG08,27.543424
2008,Chui,Female,Non-communicable disease: Chronic respiratory disease,KG08,24.606299
2009,Chui,Female,Non-communicable disease: Chronic respiratory disease,KG08,17.089844
2010,Chui,Female,Non-communicable disease: Chronic respiratory disease,KG08,12.596899
2011,Chui,Female,Non-communicable disease: Chronic respiratory disease,KG08,18.020183
2012,Chui,Female,Non-communicable disease: Chronic respiratory disease,KG08,11.853959
2013,Chui,Female,Non-communicable disease: Chronic respiratory disease,KG08,10.710128
2014,Chui,Female,Non-communicable disease: Chronic respiratory disease,KG08,8.45521
2015,Chui,Female,Non-communicable disease: Chronic respiratory disease,KG08,7.845774
2016,Chui,Female,Non-communicable disease: Chronic respiratory disease,KG08,9.452627
2017,Chui,Female,Non-communicable disease: Chronic respiratory disease,KG08,9.273237
2018,Chui,Female,Non-communicable disease: Chronic respiratory disease,KG08,8.248731
2019,Chui,Female,Non-communicable disease: Chronic respiratory disease,KG08,6.427535
2020,Chui,Female,Non-communicable disease: Chronic respiratory disease,KG08,6.7
2021,Chui,Female,Non-communicable disease: Chronic respiratory disease,KG08,3.6
2007,Bishkek (city),,Non-communicable disease: Chronic respiratory disease,KG11,11.984836
2008,Bishkek (city),,Non-communicable disease: Chronic respiratory disease,KG11,9.18651
2009,Bishkek (city),,Non-communicable disease: Chronic respiratory disease,KG11,8.695652
2010,Bishkek (city),,Non-communicable disease: Chronic respiratory disease,KG11,7.619271
2011,Bishkek (city),,Non-communicable disease: Chronic respiratory disease,KG11,6.80429
2012,Bishkek (city),,Non-communicable disease: Chronic respiratory disease,KG11,7.00961
2013,Bishkek (city),,Non-communicable disease: Chronic respiratory disease,KG11,4.861341
2014,Bishkek (city),,Non-communicable disease: Chronic respiratory disease,KG11,6.475985
2015,Bishkek (city),,Non-communicable disease: Chronic respiratory disease,KG11,5.169322
2016,Bishkek (city),,Non-communicable disease: Chronic respiratory disease,KG11,4.84836
2017,Bishkek (city),,Non-communicable disease: Chronic respiratory disease,KG11,4.338176
2018,Bishkek (city),,Non-communicable disease: Chronic respiratory disease,KG11,5.026116
2019,Bishkek (city),,Non-communicable disease: Chronic respiratory disease,KG11,5.093215
2020,Bishkek (city),,Non-communicable disease: Chronic respiratory disease,KG11,6.4
2021,Bishkek (city),,Non-communicable disease: Chronic respiratory disease,KG11,3.7
2007,Bishkek (city),Male,Non-communicable disease: Chronic respiratory disease,KG11,16.837674
2008,Bishkek (city),Male,Non-communicable disease: Chronic respiratory disease,KG11,13.552254
2009,Bishkek (city),Male,Non-communicable disease: Chronic respiratory disease,KG11,13.36074
2010,Bishkek (city),Male,Non-communicable disease: Chronic respiratory disease,KG11,11.619096
2011,Bishkek (city),Male,Non-communicable disease: Chronic respiratory disease,KG11,9.932953
2012,Bishkek (city),Male,Non-communicable disease: Chronic respiratory disease,KG11,9.727626
2013,Bishkek (city),Male,Non-communicable disease: Chronic respiratory disease,KG11,6.410256
2014,Bishkek (city),Male,Non-communicable disease: Chronic respiratory disease,KG11,10.423905
2015,Bishkek (city),Male,Non-communicable disease: Chronic respiratory disease,KG11,7.459313
2016,Bishkek (city),Male,Non-communicable disease: Chronic respiratory disease,KG11,6.401766
2017,Bishkek (city),Male,Non-communicable disease: Chronic respiratory disease,KG11,7.333909
2018,Bishkek (city),Male,Non-communicable disease: Chronic respiratory disease,KG11,7.368421
2019,Bishkek (city),Male,Non-communicable disease: Chronic respiratory disease,KG11,7.583521
2020,Bishkek (city),Male,Non-communicable disease: Chronic respiratory disease,KG11,9.0
2021,Bishkek (city),Male,Non-communicable disease: Chronic respiratory disease,KG11,5.5
2007,Bishkek (city),Female,Non-communicable disease: Chronic respiratory disease,KG11,7.769653
2008,Bishkek (city),Female,Non-communicable disease: Chronic respiratory disease,KG11,5.41028
2009,Bishkek (city),Female,Non-communicable disease: Chronic respiratory disease,KG11,4.663558
2010,Bishkek (city),Female,Non-communicable disease: Chronic respiratory disease,KG11,4.155731
2011,Bishkek (city),Female,Non-communicable disease: Chronic respiratory disease,KG11,4.091301
2012,Bishkek (city),Female,Non-communicable disease: Chronic respiratory disease,KG11,4.648215
2013,Bishkek (city),Female,Non-communicable disease: Chronic respiratory disease,KG11,3.513123
2014,Bishkek (city),Female,Non-communicable disease: Chronic respiratory disease,KG11,3.031528
2015,Bishkek (city),Female,Non-communicable disease: Chronic respiratory disease,KG11,3.165183
2016,Bishkek (city),Female,Non-communicable disease: Chronic respiratory disease,KG11,3.48567
2017,Bishkek (city),Female,Non-communicable disease: Chronic respiratory disease,KG11,1.705838
2018,Bishkek (city),Female,Non-communicable disease: Chronic respiratory disease,KG11,2.96461
2019,Bishkek (city),Female,Non-communicable disease: Chronic respiratory disease,KG11,2.89488
2020,Bishkek (city),Female,Non-communicable disease: Chronic respiratory disease,KG11,4.1
2021,Bishkek (city),Female,Non-communicable disease: Chronic respiratory disease,KG11,2.1
2007,Osh (city),,Non-communicable disease: Chronic respiratory disease,KG21,23.800234
2008,Osh (city),,Non-communicable disease: Chronic respiratory disease,KG21,23.300971
2009,Osh (city),,Non-communicable disease: Chronic respiratory disease,KG21,22.041763
2010,Osh (city),,Non-communicable disease: Chronic respiratory disease,KG21,17.087379
2011,Osh (city),,Non-communicable disease: Chronic respiratory disease,KG21,12.900704
2012,Osh (city),,Non-communicable disease: Chronic respiratory disease,KG21,15.110422
2013,Osh (city),,Non-communicable disease: Chronic respiratory disease,KG21,8.371385
2014,Osh (city),,Non-communicable disease: Chronic respiratory disease,KG21,10.085917
2015,Osh (city),,Non-communicable disease: Chronic respiratory disease,KG21,9.89011
2016,Osh (city),,Non-communicable disease: Chronic respiratory disease,KG21,11.119082
2017,Osh (city),,Non-communicable disease: Chronic respiratory disease,KG21,12.964261
2018,Osh (city),,Non-communicable disease: Chronic respiratory disease,KG21,7.140428
2019,Osh (city),,Non-communicable disease: Chronic respiratory disease,KG21,11.111111
2020,Osh (city),,Non-communicable disease: Chronic respiratory disease,KG21,11.3
2021,Osh (city),,Non-communicable disease: Chronic respiratory disease,KG21,9.8
2007,Osh (city),Male,Non-communicable disease: Chronic respiratory disease,KG21,33.360456
2008,Osh (city),Male,Non-communicable disease: Chronic respiratory disease,KG21,32.388664
2009,Osh (city),Male,Non-communicable disease: Chronic respiratory disease,KG21,29.79066
2010,Osh (city),Male,Non-communicable disease: Chronic respiratory disease,KG21,19.417476
2011,Osh (city),Male,Non-communicable disease: Chronic respiratory disease,KG21,17.944535
2012,Osh (city),Male,Non-communicable disease: Chronic respiratory disease,KG21,16.962843
2013,Osh (city),Male,Non-communicable disease: Chronic respiratory disease,KG21,11.084719
2014,Osh (city),Male,Non-communicable disease: Chronic respiratory disease,KG21,10.085337
2015,Osh (city),Male,Non-communicable disease: Chronic respiratory disease,KG21,11.398176
2016,Osh (city),Male,Non-communicable disease: Chronic respiratory disease,KG21,15.601783
2017,Osh (city),Male,Non-communicable disease: Chronic respiratory disease,KG21,16.678753
2018,Osh (city),Male,Non-communicable disease: Chronic respiratory disease,KG21,9.129213
2019,Osh (city),Male,Non-communicable disease: Chronic respiratory disease,KG21,14.834794
2020,Osh (city),Male,Non-communicable disease: Chronic respiratory disease,KG21,14.9
2021,Osh (city),Male,Non-communicable disease: Chronic respiratory disease,KG21,11.3
2007,Osh (city),Female,Non-communicable disease: Chronic respiratory disease,KG21,14.992504
2008,Osh (city),Female,Non-communicable disease: Chronic respiratory disease,KG21,14.925373
2009,Osh (city),Female,Non-communicable disease: Chronic respiratory disease,KG21,14.880952
2010,Osh (city),Female,Non-communicable disease: Chronic respiratory disease,KG21,14.93652
2011,Osh (city),Female,Non-communicable disease: Chronic respiratory disease,KG21,8.258258
2012,Osh (city),Female,Non-communicable disease: Chronic respiratory disease,KG21,13.402829
2013,Osh (city),Female,Non-communicable disease: Chronic respiratory disease,KG21,5.860806
2014,Osh (city),Female,Non-communicable disease: Chronic respiratory disease,KG21,10.086455
2015,Osh (city),Female,Non-communicable disease: Chronic respiratory disease,KG21,8.486563
2016,Osh (city),Female,Non-communicable disease: Chronic respiratory disease,KG21,6.934813
2017,Osh (city),Female,Non-communicable disease: Chronic respiratory disease,KG21,9.491525
2018,Osh (city),Female,Non-communicable disease: Chronic respiratory disease,KG21,5.273566
2019,Osh (city),Female,Non-communicable disease: Chronic respiratory disease,KG21,7.609385
2020,Osh (city),Female,Non-communicable disease: Chronic respiratory disease,KG21,8.0
2021,Osh (city),Female,Non-communicable disease: Chronic respiratory disease,KG21,8.3
